startTime, latency, requestType, statusCode
1635641708338, 187, POST, 200
1635641708528, 91, POST, 200
1635641708620, 93, POST, 200
1635641708714, 89, POST, 200
1635641708803, 92, POST, 200
1635641708895, 95, POST, 200
1635641708993, 99, POST, 200
1635641709096, 94, POST, 200
1635641709190, 99, POST, 200
1635641709290, 93, POST, 200
1635641709386, 92, POST, 200
1635641709481, 100, POST, 200
1635641709582, 97, POST, 200
1635641709679, 98, POST, 200
1635641709779, 99, POST, 200
1635641709881, 93, POST, 200
1635641709977, 94, POST, 200
1635641710073, 97, POST, 200
1635641710171, 97, POST, 200
1635641710268, 100, POST, 200
1635641710369, 95, POST, 200
1635641710464, 96, POST, 200
1635641710560, 94, POST, 200
1635641710655, 96, POST, 200
1635641710751, 92, POST, 200
1635641710843, 97, POST, 200
1635641710940, 93, POST, 200
1635641711037, 95, POST, 200
1635641711132, 96, POST, 200
1635641711229, 93, POST, 200
1635641711322, 96, POST, 200
1635641711418, 102, POST, 200
1635641708347, 187, POST, 200
1635641708535, 98, POST, 200
1635641708634, 101, POST, 200
1635641708736, 95, POST, 200
1635641708832, 95, POST, 200
1635641708929, 94, POST, 200
1635641709024, 91, POST, 200
1635641709115, 95, POST, 200
1635641709211, 99, POST, 200
1635641709312, 95, POST, 200
1635641709407, 101, POST, 200
1635641709508, 93, POST, 200
1635641709601, 96, POST, 200
1635641709697, 98, POST, 200
1635641709796, 101, POST, 200
1635641709897, 99, POST, 200
1635641709996, 99, POST, 200
1635641710095, 97, POST, 200
1635641710193, 94, POST, 200
1635641710289, 95, POST, 200
1635641710384, 97, POST, 200
1635641710481, 94, POST, 200
1635641710575, 94, POST, 200
1635641710669, 94, POST, 200
1635641710764, 93, POST, 200
1635641710859, 94, POST, 200
1635641710953, 97, POST, 200
1635641711050, 94, POST, 200
1635641711144, 94, POST, 200
1635641711238, 96, POST, 200
1635641711334, 98, POST, 200
1635641711432, 95, POST, 200
1635641708350, 195, POST, 200
1635641708546, 93, POST, 200
1635641708640, 95, POST, 200
1635641708736, 95, POST, 200
1635641708832, 97, POST, 200
1635641708929, 95, POST, 200
1635641709024, 91, POST, 200
1635641709115, 95, POST, 200
1635641709211, 101, POST, 200
1635641709312, 95, POST, 200
1635641709407, 94, POST, 200
1635641709503, 92, POST, 200
1635641709595, 94, POST, 200
1635641709689, 99, POST, 200
1635641709788, 96, POST, 200
1635641709884, 97, POST, 200
1635641709981, 97, POST, 200
1635641710082, 93, POST, 200
1635641710178, 95, POST, 200
1635641710275, 93, POST, 200
1635641710370, 94, POST, 200
1635641710464, 91, POST, 200
1635641710555, 95, POST, 200
1635641710651, 96, POST, 200
1635641710747, 96, POST, 200
1635641710843, 97, POST, 200
1635641710940, 93, POST, 200
1635641711036, 96, POST, 200
1635641711132, 96, POST, 200
1635641711230, 91, POST, 200
1635641711322, 100, POST, 200
1635641711422, 104, POST, 200
1635641708353, 185, POST, 200
1635641708542, 91, POST, 200
1635641708634, 94, POST, 200
1635641708729, 95, POST, 200
1635641708825, 95, POST, 200
1635641708921, 96, POST, 200
1635641709017, 92, POST, 200
1635641709109, 92, POST, 200
1635641709203, 92, POST, 200
1635641709295, 99, POST, 200
1635641709395, 98, POST, 200
1635641709496, 99, POST, 200
1635641709597, 97, POST, 200
1635641709694, 101, POST, 200
1635641709795, 97, POST, 200
1635641709897, 97, POST, 200
1635641709995, 99, POST, 200
1635641710095, 97, POST, 200
1635641710193, 94, POST, 200
1635641710287, 97, POST, 200
1635641710384, 97, POST, 200
1635641710481, 100, POST, 200
1635641710581, 96, POST, 200
1635641710677, 95, POST, 200
1635641710772, 93, POST, 200
1635641710865, 93, POST, 200
1635641710962, 100, POST, 200
1635641711062, 101, POST, 200
1635641711163, 94, POST, 200
1635641711260, 95, POST, 200
1635641711355, 93, POST, 200
1635641711449, 97, POST, 200
1635641708350, 189, POST, 200
1635641708543, 96, POST, 200
1635641708640, 95, POST, 200
1635641708736, 95, POST, 200
1635641708832, 95, POST, 200
1635641708927, 96, POST, 200
1635641709024, 91, POST, 200
1635641709115, 95, POST, 200
1635641709211, 99, POST, 200
1635641709310, 97, POST, 200
1635641709407, 96, POST, 200
1635641709504, 97, POST, 200
1635641709601, 95, POST, 200
1635641709697, 98, POST, 200
1635641709795, 102, POST, 200
1635641709897, 97, POST, 200
1635641709995, 99, POST, 200
1635641710095, 97, POST, 200
1635641710193, 94, POST, 200
1635641710290, 94, POST, 200
1635641710387, 95, POST, 200
1635641710485, 99, POST, 200
1635641710585, 97, POST, 200
1635641710683, 98, POST, 200
1635641710781, 92, POST, 200
1635641710876, 98, POST, 200
1635641710976, 94, POST, 200
1635641711071, 100, POST, 200
1635641711174, 98, POST, 200
1635641711274, 96, POST, 200
1635641711373, 98, POST, 200
