startTime, latency, requestType, statusCode
1635640056935, 202, POST, 200
1635640057139, 100, POST, 200
1635640057243, 93, POST, 200
1635640057336, 94, POST, 200
1635640057434, 99, POST, 200
1635640057533, 97, POST, 200
1635640057630, 94, POST, 200
1635640057725, 94, POST, 200
1635640057820, 92, POST, 200
1635640057915, 101, POST, 200
1635640058016, 99, POST, 200
1635640058117, 96, POST, 200
1635640058220, 95, POST, 200
1635640058316, 96, POST, 200
1635640058414, 94, POST, 200
1635640058509, 101, POST, 200
1635640058610, 97, POST, 200
1635640058710, 97, POST, 200
1635640058810, 97, POST, 200
1635640058909, 101, POST, 200
1635640059010, 99, POST, 200
1635640059110, 94, POST, 200
1635640059205, 95, POST, 200
1635640059303, 99, POST, 200
1635640059405, 93, POST, 200
1635640059499, 97, POST, 200
1635640059598, 94, POST, 200
1635640059693, 92, POST, 200
1635640059786, 96, POST, 200
1635640059883, 94, POST, 200
1635640059977, 96, POST, 200
1635640060074, 96, POST, 200
1635640060171, 96, POST, 200
1635640060268, 95, POST, 200
1635640060365, 94, POST, 200
1635640060460, 95, POST, 200
1635640060555, 96, POST, 200
1635640060652, 95, POST, 200
1635640060748, 95, POST, 200
1635640060843, 96, POST, 200
1635640060940, 94, POST, 200
1635640061035, 97, POST, 200
1635640061133, 96, POST, 200
1635640061229, 96, POST, 200
1635640061326, 95, POST, 200
1635640061421, 97, POST, 200
1635640061518, 98, POST, 200
1635640061617, 94, POST, 200
1635640061712, 94, POST, 200
1635640061807, 91, POST, 200
1635640061899, 94, POST, 200
1635640061994, 102, POST, 200
1635640062097, 93, POST, 200
1635640062190, 89, POST, 200
1635640062279, 96, POST, 200
1635640062375, 93, POST, 200
1635640062468, 91, POST, 200
1635640062560, 97, POST, 200
1635640062659, 97, POST, 200
1635640062756, 102, POST, 200
1635640062858, 96, POST, 200
1635640062954, 99, POST, 200
1635640063053, 100, POST, 200
1635640063153, 98, POST, 200
1635640063252, 103, POST, 200
1635640063356, 98, POST, 200
1635640063455, 98, POST, 200
1635640063553, 100, POST, 200
1635640063653, 97, POST, 200
1635640063751, 92, POST, 200
1635640063843, 98, POST, 200
1635640063941, 93, POST, 200
1635640064035, 106, POST, 200
1635640064141, 97, POST, 200
1635640064240, 97, POST, 200
1635640064337, 97, POST, 200
1635640064434, 98, POST, 200
1635640064533, 94, POST, 200
1635640064631, 96, POST, 200
1635640064727, 96, POST, 200
1635640064823, 98, POST, 200
1635640064921, 95, POST, 200
1635640065016, 94, POST, 200
1635640065112, 95, POST, 200
1635640065208, 94, POST, 200
1635640065302, 95, POST, 200
1635640065397, 93, POST, 200
1635640065493, 94, POST, 200
1635640065589, 96, POST, 200
1635640065686, 98, POST, 200
1635640065784, 93, POST, 200
1635640065878, 98, POST, 200
1635640065976, 97, POST, 200
1635640066073, 100, POST, 200
1635640066174, 97, POST, 200
1635640066271, 95, POST, 200
1635640066369, 100, POST, 200
1635640066471, 92, POST, 200
1635640066564, 95, POST, 200
1635640066660, 95, POST, 200
1635640066755, 99, POST, 200
1635640066855, 192, POST, 200
1635640067047, 101, POST, 200
1635640067149, 95, POST, 200
1635640067246, 98, POST, 200
1635640067344, 98, POST, 200
1635640067443, 96, POST, 200
1635640067540, 95, POST, 200
1635640067637, 94, POST, 200
1635640067731, 96, POST, 200
1635640067828, 97, POST, 200
1635640067925, 95, POST, 200
1635640068020, 97, POST, 200
1635640068117, 102, POST, 200
