startTime, latency, requestType, statusCode
1635641557205, 206, POST, 200
1635641557411, 105, POST, 200
1635641557516, 98, POST, 200
1635641557614, 100, POST, 200
1635641557715, 103, POST, 200
1635641557819, 98, POST, 200
1635641557919, 94, POST, 200
1635641558014, 96, POST, 200
1635641558110, 96, POST, 200
1635641558206, 96, POST, 200
1635641558303, 93, POST, 200
1635641558396, 98, POST, 200
1635641558494, 92, POST, 200
1635641558586, 100, POST, 200
1635641558687, 93, POST, 200
1635641558784, 95, POST, 200
1635641558881, 95, POST, 200
1635641558976, 93, POST, 200
1635641559069, 95, POST, 200
1635641559165, 96, POST, 200
1635641559262, 95, POST, 200
1635641559358, 95, POST, 200
1635641559453, 99, POST, 200
1635641559553, 100, POST, 200
1635641559653, 95, POST, 200
1635641559750, 97, POST, 200
1635641559848, 93, POST, 200
1635641559944, 98, POST, 200
1635641560042, 95, POST, 200
1635641560138, 93, POST, 200
1635641560231, 100, POST, 200
1635641560332, 96, POST, 200
1635641560430, 92, POST, 200
1635641560522, 90, POST, 200
1635641560612, 96, POST, 200
1635641560708, 90, POST, 200
1635641560801, 92, POST, 200
1635641560896, 95, POST, 200
1635641560993, 97, POST, 200
1635641561090, 96, POST, 200
1635641561187, 94, POST, 200
1635641561281, 92, POST, 200
1635641561373, 98, POST, 200
1635641561474, 96, POST, 200
1635641561571, 95, POST, 200
1635641561668, 99, POST, 200
1635641561767, 101, POST, 200
1635641561868, 102, POST, 200
1635641561970, 100, POST, 200
1635641562071, 92, POST, 200
1635641562163, 93, POST, 200
1635641562257, 99, POST, 200
1635641562356, 96, POST, 200
1635641562454, 97, POST, 200
1635641562554, 100, POST, 200
1635641562657, 97, POST, 200
1635641562756, 99, POST, 200
1635641562860, 96, POST, 200
1635641562959, 93, POST, 200
1635641563053, 97, POST, 200
1635641563150, 97, POST, 200
1635641563247, 94, POST, 200
1635641563342, 90, POST, 200
1635641563434, 98, POST, 200
1635641563532, 97, POST, 200
